season	depth	water_temperature
winter	0.75	10.23
winter	0.75	nan
winter	0.75	nan
winter	0.75	9.17
winter	0.75	nan
winter	0.75	nan
winter	0.75	nan
winter	0.75	11.08
winter	0.75	9.17
winter	0.75	11.75
winter	0.75	nan
winter	0.75	nan
winter	0.75	nan
winter	0.75	nan
winter	0.75	nan
winter	0.75	nan
winter	0.75	nan
winter	0.75	nan
winter	0.75	nan
winter	1	13.49
winter	1	9.87
winter	1	14.63
winter	1	7.186
winter	1	nan
winter	1	9.272
winter	1	9.36
winter	1	9.17
winter	1	9.71
winter	1	7.83
winter	1	11.82
winter	1	11.08
winter	1	9.07
winter	1	11.71
winter	1	12.23
winter	1	10.28
winter	1	10.53
winter	1	9.58
winter	1	11.62
winter	1	9.31
winter	1	12.56
winter	1	13.12
winter	1	9.66
winter	1.5	nan
winter	1.5	nan
winter	1.5	nan
winter	1.5	nan
winter	1.5	9.43
winter	1.5	nan
winter	1.5	9.24
winter	1.5	9.11
winter	1.5	9.18
winter	1.5	7.84
winter	1.5	10.73
winter	1.5	11.04
winter	1.5	8.48
winter	1.5	11.63
winter	1.5	nan
winter	1.5	nan
winter	1.5	nan
winter	1.5	nan
winter	1.5	nan
winter	1.5	nan
winter	1.5	nan
winter	1.5	nan
winter	1.5	nan
winter	2	12.57
winter	2	9.82
winter	2	11.49
winter	2	7.002
winter	2	8.73
winter	2	8.36
winter	2	nan
winter	2	8.95
winter	2	8.61
winter	2	7.81
winter	2	9.63
winter	2	10.84
winter	2	8.23
winter	2	10.94
winter	2	11.29
winter	2	9.39
winter	2	8.29
winter	2	9
winter	2	10.67
winter	2	5.803
winter	2	11.69
winter	2	10.22
winter	2	9.32
winter	2.5	nan
winter	2.5	nan
winter	2.5	nan
winter	2.5	nan
winter	2.5	8.46
winter	2.5	nan
winter	2.5	nan
winter	2.5	8.41
winter	2.5	8.43
winter	2.5	7.72
winter	2.5	8.38
winter	2.5	10.62
winter	2.5	8.18
winter	2.5	10.16
winter	2.5	nan
winter	2.5	nan
winter	2.5	nan
winter	2.5	nan
winter	2.5	nan
winter	2.5	nan
winter	2.5	nan
winter	2.5	nan
winter	2.5	nan
winter	3	nan
winter	3	nan
winter	3	nan
winter	3	6.329
winter	3	8.14
winter	3	8.19
winter	3	nan
winter	3	8.28
winter	3	8.32
winter	3	7.65
winter	3	7.9
winter	3	10.46
winter	3	8.12
winter	3	9.31
winter	3	nan
winter	3	nan
winter	3	nan
winter	3	nan
winter	3	nan
winter	3	nan
winter	3	nan
winter	3	nan
winter	3	nan
winter	3.5	11.87
winter	3.5	9.76
winter	3.5	9.28
winter	3.5	nan
winter	3.5	7.92
winter	3.5	nan
winter	3.5	nan
winter	3.5	6.59
winter	3.5	8.29
winter	3.5	7.64
winter	3.5	7.63
winter	3.5	10.37
winter	3.5	8.11
winter	3.5	8.88
winter	3.5	11.17
winter	3.5	7.591
winter	3.5	7.743
winter	3.5	8.61
winter	3.5	10.5
winter	3.5	5.555
winter	3.5	11.56
winter	3.5	9.57
winter	3.5	7.971
winter	4	nan
winter	4	nan
winter	4	nan
winter	4	nan
winter	4	7.8
winter	4	nan
winter	4	nan
winter	4	nan
winter	4	nan
winter	4	nan
winter	4	nan
winter	4	10.38
winter	4	8.19
winter	4	nan
winter	4	nan
winter	4	nan
winter	4	nan
winter	4	nan
winter	4	nan
winter	4	nan
winter	4	nan
winter	4	nan
winter	4	nan
